0.000000000000000000e+00	-1.213671154056259306e-110	-1.280836526000053332e-114	4.315678746208886054e-158	1.415928143853974901e-219	6.315402287113843125e-114	4.191815237100009142e-176	-1.150580916180912114e-06
2.000000000000000000e+00	7.392917067627665144e-109	1.241460267397512757e-112	-2.759601989911505858e-156	-7.269378058586439368e-218	-4.877330076805286729e-112	-5.427813881738892947e-174	-3.168257481874055036e-06
4.000000000000000000e+00	-2.175620659205013065e-107	-5.895459987173313697e-111	9.243748513061270903e-155	1.815218752594747863e-216	1.847970773595009057e-110	3.454206327377629792e-172	-5.789618553039646519e-06
6.000000000000000000e+00	4.117954051539305822e-106	1.827658348782412239e-109	-2.142821078039303201e-153	-2.950362633630649371e-215	-4.575120811351897611e-109	-1.439667454683185536e-170	-8.838279163232387356e-06
8.000000000000000000e+00	-5.630752689455794497e-105	-4.158191488747044338e-108	3.843231794116919632e-152	3.529348276100010458e-214	8.316148579938392200e-108	4.418278413006582778e-169	-1.223311742200717237e-05
1.000000000000000000e+01	5.922934763782824775e-104	7.400113372778645537e-107	-5.662218627847308480e-151	-3.335979225037166837e-213	-1.182181078166158813e-106	-1.064299932424204616e-167	-1.597182664994779060e-05
1.200000000000000000e+01	-4.983863720850307297e-103	-1.072165495382947641e-105	7.112116667679382569e-150	2.615068637814673805e-212	1.366935561146995650e-105	2.094673166991044155e-166	-2.011026421157582428e-05
1.400000000000000000e+01	3.444447767319131850e-102	1.299613262242288561e-104	-7.810474949153787928e-149	-1.762881211062626434e-211	-1.320085053909496697e-104	-3.461879619221289407e-165	-2.474500225766963828e-05
1.600000000000000000e+01	-1.992461802978139663e-101	-1.344057663705320994e-103	7.636564322176719204e-148	1.051373403931139611e-210	1.084842785745425464e-103	4.900558981237769499e-164	-2.999991658180778273e-05
1.800000000000000000e+01	9.783466707748982401e-101	1.203472587395881367e-102	-6.738717651918380578e-147	-5.671977361886239222e-210	-7.690326985546290361e-103	-6.030652560072004578e-163	-3.601616839999874104e-05
2.000000000000000000e+01	-4.122722960608164245e-100	-9.434839989411787850e-102	5.423837106307816331e-146	2.815548928771445884e-209	4.749824479359256989e-102	6.525802058642421778e-162	-4.294536427691532339e-05
2.200000000000000000e+01	1.504335012384171016e-99	6.532556708492895700e-101	-4.015504365756082979e-145	-1.302639557899567750e-208	-2.574687513192901250e-101	-6.265380295181514079e-161	-5.094601598565254958e-05
2.400000000000000000e+01	-4.790124528381355708e-99	-4.021713779744985488e-100	2.753241074669478810e-144	5.672737447345534131e-208	1.231153580420993128e-100	5.375113076541160856e-160	-6.018318321480775553e-05
2.600000000000000000e+01	1.340833676132290353e-98	2.212933504091891690e-99	-1.758193286328583828e-143	-2.343458109653657848e-207	-5.210094998432409409e-100	-4.143820183173704890e-159	-7.083067680318884851e-05
2.800000000000000000e+01	-3.324509115649943031e-98	-1.092511360279419204e-98	1.050637892361427807e-142	9.244410502764763495e-207	1.954246775030966758e-99	2.883468556051754237e-158	-8.307482413029842626e-05
3.000000000000000000e+01	7.363884684829573803e-98	4.852105938173026185e-98	-5.898365970921392183e-142	-3.499627157096096076e-206	-6.495215589358082453e-99	-1.817267267748063595e-157	-9.711872923749204816e-05
3.200000000000000000e+01	-1.471735810093632042e-97	-1.941405963315177487e-97	3.121582056817509033e-141	1.277546555687723712e-205	1.908259993614983287e-98	1.039946418452008454e-156	-1.131861631172152477e-04
3.400000000000000000e+01	2.683985371168868199e-97	6.999700292049797528e-97	-1.561868902926031581e-140	-4.506831020908820315e-205	-4.931651529005048746e-98	-5.412902035248170178e-156	-1.315245614023675155e-04
3.600000000000000000e+01	-4.516419228697245709e-97	-2.271396687111344877e-96	7.406771907085301802e-140	1.545141566035136859e-204	1.111091048649366166e-97	2.564848624965173966e-155	-1.524069544533177901e-04
3.800000000000000000e+01	7.067207342684595964e-97	6.613728898947017503e-96	-3.336324160318988824e-139	-5.128502643840026903e-204	-2.149740557959065689e-97	-1.106430933262934757e-154	-1.761329211247085046e-04
4.000000000000000000e+01	-1.028812712156894755e-96	-1.718475321867546969e-95	1.430132767167350507e-138	1.673905916918584062e-203	3.476844803425397125e-97	4.341407679880222110e-154	-2.030288064244151550e-04
4.200000000000000000e+01	1.382573082142641104e-96	3.947526616699905172e-95	-5.843291445824140612e-138	-5.197850167760312594e-203	-4.441955621338069288e-97	-1.546366306962195163e-153	-2.334474788115921439e-04
4.400000000000000000e+01	-1.700010941544349991e-96	-7.889934116733061513e-95	2.278868996767462203e-137	1.688269352215988171e-202	3.859502144991238778e-97	4.982994623094685020e-153	-2.677678530048325936e-04
4.600000000000000000e+01	1.925145832640852280e-96	1.332746941988671437e-94	-8.493426246730027084e-137	-4.300760487144352823e-202	-6.677590626923478344e-98	-1.444935997833424249e-152	-3.063943066101549434e-04
4.800000000000000000e+01	-2.068019121709666919e-96	-1.787997133670031390e-94	3.028244342612832564e-136	2.029172841736270665e-201	-4.501921858378461780e-97	3.739625774750451406e-152	-3.497560099979101097e-04
5.000000000000000000e+01	2.118175181981972944e-96	1.579402400199762353e-94	-1.033745567502079447e-135	1.482744879567610054e-201	7.612086400500374369e-97	-8.527865924885019336e-152	-3.983060963455556294e-04
5.200000000000000000e+01	-1.721608465798234437e-96	5.270419932313079061e-96	3.381064990864266293e-135	6.528941549832951767e-200	-4.799247776689597474e-97	1.677081011801498985e-151	-4.525205382823028837e-04
