"eta (1/ms)","Points:0","Points:1","Points:2"
0,4275,1368.8,0
0,4293.8,1368.8,0
0,4312.5,1368.8,0
0,4331.2,1368.8,0
0,4350,1368.8,0
0,4368.8,1368.8,0
0,4387.5,1368.8,0
0,4406.2,1368.8,0
0,4425,1368.8,0
0,4443.8,1368.8,0
0,4462.5,1368.8,0
0,4481.2,1368.8,0
0,4500,1368.8,0
0,4518.8,1368.8,0
0,4537.5,1368.8,0
0,4556.2,1368.8,0
0,4575,1368.8,0
0,4593.8,1368.8,0
0,4612.5,1368.8,0
0,4631.2,1368.8,0
0,4650,1368.8,0
0,4668.8,1368.8,0
0,4687.5,1368.8,0
0,4706.2,1368.8,0
0,4725,1368.8,0
0,4743.8,1368.8,0
0,4762.5,1368.8,0
0,4781.2,1368.8,0
0,4800,1368.8,0
0,4818.8,1368.8,0
0,4837.5,1368.8,0
0,4856.2,1368.8,0
0,4875,1368.8,0
0,4893.8,1368.8,0
0,4912.5,1368.8,0
0,4931.2,1368.8,0
0,4950,1368.8,0
0,4968.8,1368.8,0
0,4987.5,1368.8,0
0,5006.2,1368.8,0
0,5025,1368.8,0
0,5043.8,1368.8,0
0,5062.5,1368.8,0
0,5081.2,1368.8,0
0,5100,1368.8,0
0,5118.8,1368.8,0
0,5137.5,1368.8,0
0,5156.2,1368.8,0
0,5175,1368.8,0
0,5193.8,1368.8,0
0,5212.5,1368.8,0
0,5231.2,1368.8,0
0,5250,1368.8,0
0,5268.8,1368.8,0
0,5287.5,1368.8,0
0,5306.2,1368.8,0
0,5325,1368.8,0
0,5343.8,1368.8,0
0,5362.5,1368.8,0
0,5381.2,1368.8,0
0,5400,1368.8,0
0,5418.8,1368.8,0
1.6428e-05,5437.5,1368.8,0
3.3899e-05,5456.2,1368.8,0
5.2414e-05,5475,1368.8,0
7.1972e-05,5493.8,1368.8,0
9.2573e-05,5512.5,1368.8,0
0.00011422,5531.2,1368.8,0
0.00013691,5550,1368.8,0
0.00016064,5568.8,1368.8,0
0.00018541,5587.5,1368.8,0
0.00021123,5606.2,1368.8,0
0.00023809,5625,1368.8,0
0.000266,5643.8,1368.8,0
0.00029494,5662.5,1368.8,0
0.00032494,5681.2,1368.8,0
0.00035597,5700,1368.8,0
0.00038805,5718.8,1368.8,0
0.00042117,5737.5,1368.8,0
0.00045534,5756.2,1368.8,0
0.00049054,5775,1368.8,0
0.0005268,5793.8,1368.8,0
0.00056409,5812.5,1368.8,0
0.00060243,5831.2,1368.8,0
0.00064181,5850,1368.8,0
0.00068224,5868.8,1368.8,0
0.00072371,5887.5,1368.8,0
0.00076622,5906.2,1368.8,0
0.00080977,5925,1368.8,0
0.00085437,5943.8,1368.8,0
0.00090001,5962.5,1368.8,0
0.0009467,5981.2,1368.8,0
0.00099443,6000,1368.8,0
0.0010432,6018.8,1368.8,0
0.001093,6037.5,1368.8,0
0.001093,0,1387.5,0
0.0010432,18.75,1387.5,0
0.00099443,37.5,1387.5,0
0.0009467,56.25,1387.5,0
0.00090001,75,1387.5,0
0.00085437,93.75,1387.5,0
0.00080977,112.5,1387.5,0
0.00076622,131.25,1387.5,0
0.00072371,150,1387.5,0
0.00068224,168.75,1387.5,0
0.00064181,187.5,1387.5,0
0.00060243,206.25,1387.5,0
0.00056409,225,1387.5,0
0.0005268,243.75,1387.5,0
0.00049054,262.5,1387.5,0
0.00045534,281.25,1387.5,0
0.00042117,300,1387.5,0
0.00038805,318.75,1387.5,0
0.00035597,337.5,1387.5,0
0.00032494,356.25,1387.5,0
0.00029494,375,1387.5,0
0.000266,393.75,1387.5,0
0.00023809,412.5,1387.5,0
0.00021123,431.25,1387.5,0
0.00018541,450,1387.5,0
0.00016064,468.75,1387.5,0
0.00013691,487.5,1387.5,0
0.00011422,506.25,1387.5,0
9.2573e-05,525,1387.5,0
7.1972e-05,543.75,1387.5,0
5.2414e-05,562.5,1387.5,0
3.3899e-05,581.25,1387.5,0
1.6428e-05,600,1387.5,0
0,618.75,1387.5,0
0,637.5,1387.5,0
0,656.25,1387.5,0
0,675,1387.5,0
0,693.75,1387.5,0
0,712.5,1387.5,0
0,731.25,1387.5,0
0,750,1387.5,0
0,768.75,1387.5,0
0,787.5,1387.5,0
0,806.25,1387.5,0
0,825,1387.5,0
0,843.75,1387.5,0
0,862.5,1387.5,0
0,881.25,1387.5,0
0,900,1387.5,0
0,918.75,1387.5,0
0,937.5,1387.5,0
0,956.25,1387.5,0
0,975,1387.5,0
0,993.75,1387.5,0
0,1012.5,1387.5,0
0,1031.2,1387.5,0
0,1050,1387.5,0
0,1068.8,1387.5,0
0,1087.5,1387.5,0
0,1106.2,1387.5,0
0,1125,1387.5,0
0,1143.8,1387.5,0
0,1162.5,1387.5,0
0,1181.2,1387.5,0
0,1200,1387.5,0
0,1218.8,1387.5,0
0,1237.5,1387.5,0
0,1256.2,1387.5,0
0,1275,1387.5,0
0,1293.8,1387.5,0
0,1312.5,1387.5,0
0,1331.2,1387.5,0
0,1350,1387.5,0
0,1368.8,1387.5,0
0,1387.5,1387.5,0
0,1406.2,1387.5,0
0,1425,1387.5,0
0,1443.8,1387.5,0
0,1462.5,1387.5,0
0,1481.2,1387.5,0
0,1500,1387.5,0
0,1518.8,1387.5,0
0,1537.5,1387.5,0
0,1556.2,1387.5,0
0,1575,1387.5,0
0,1593.8,1387.5,0
0,1612.5,1387.5,0
0,1631.2,1387.5,0
0,1650,1387.5,0
0,1668.8,1387.5,0
0,1687.5,1387.5,0
0,1706.2,1387.5,0
0,1725,1387.5,0
0,1743.8,1387.5,0
0,1762.5,1387.5,0
0,1781.2,1387.5,0
0,1800,1387.5,0
0,1818.8,1387.5,0
0,1837.5,1387.5,0
0,1856.2,1387.5,0
0,1875,1387.5,0
0,1893.8,1387.5,0
0,1912.5,1387.5,0
0,1931.2,1387.5,0
0,1950,1387.5,0
0,1968.8,1387.5,0
0,1987.5,1387.5,0
0,2006.2,1387.5,0
0,2025,1387.5,0
0,2043.8,1387.5,0
0,2062.5,1387.5,0
0,2081.2,1387.5,0
0,2100,1387.5,0
0,2118.8,1387.5,0
0,2137.5,1387.5,0
0,2156.2,1387.5,0
0,2175,1387.5,0
0,2193.8,1387.5,0
0,2212.5,1387.5,0
0,2231.2,1387.5,0
0,2250,1387.5,0
0,2268.8,1387.5,0
0,2287.5,1387.5,0
0,2306.2,1387.5,0
0,2325,1387.5,0
0,2343.8,1387.5,0
0,2362.5,1387.5,0
0,2381.2,1387.5,0
0,2400,1387.5,0
0,2418.8,1387.5,0
0,2437.5,1387.5,0
0,2456.2,1387.5,0
0,2475,1387.5,0
0,2493.8,1387.5,0
0,2512.5,1387.5,0
0,2531.2,1387.5,0
0,2550,1387.5,0
0,2568.8,1387.5,0
0,2587.5,1387.5,0
0,2606.2,1387.5,0
0,2625,1387.5,0
0,2643.8,1387.5,0
0,2662.5,1387.5,0
0,2681.2,1387.5,0
0,2700,1387.5,0
0,2718.8,1387.5,0
0,2737.5,1387.5,0
0,2756.2,1387.5,0
0,2775,1387.5,0
0,2793.8,1387.5,0
0,2812.5,1387.5,0
0,2831.2,1387.5,0
0,2850,1387.5,0
0,2868.8,1387.5,0
0,2887.5,1387.5,0
0,2906.2,1387.5,0
0,2925,1387.5,0
0,2943.8,1387.5,0
0,2962.5,1387.5,0
0,2981.2,1387.5,0
0,3000,1387.5,0
0,3018.8,1387.5,0
0,3037.5,1387.5,0
0,3056.2,1387.5,0
0,3075,1387.5,0
0,3093.8,1387.5,0
0,3112.5,1387.5,0
0,3131.2,1387.5,0
0,3150,1387.5,0
0,3168.8,1387.5,0
0,3187.5,1387.5,0
0,3206.2,1387.5,0
0,3225,1387.5,0
0,3243.8,1387.5,0
0,3262.5,1387.5,0
0,3281.2,1387.5,0
0,3300,1387.5,0
0,3318.8,1387.5,0
0,3337.5,1387.5,0
0,3356.2,1387.5,0
0,3375,1387.5,0
0,3393.8,1387.5,0
0,3412.5,1387.5,0
0,3431.2,1387.5,0
0,3450,1387.5,0
0,3468.8,1387.5,0
0,3487.5,1387.5,0
0,3506.2,1387.5,0
0,3525,1387.5,0
0,3543.8,1387.5,0
0,3562.5,1387.5,0
0,3581.2,1387.5,0
0,3600,1387.5,0
0,3618.8,1387.5,0
0,3637.5,1387.5,0
0,3656.2,1387.5,0
0,3675,1387.5,0
0,3693.8,1387.5,0
0,3712.5,1387.5,0
0,3731.2,1387.5,0
0,3750,1387.5,0
0,3768.8,1387.5,0
0,3787.5,1387.5,0
0,3806.2,1387.5,0
0,3825,1387.5,0
0,3843.8,1387.5,0
0,3862.5,1387.5,0
0,3881.2,1387.5,0
0,3900,1387.5,0
0,3918.8,1387.5,0
0,3937.5,1387.5,0
0,3956.2,1387.5,0
0,3975,1387.5,0
0,3993.8,1387.5,0
0,4012.5,1387.5,0
0,4031.2,1387.5,0
0,4050,1387.5,0
0,4068.8,1387.5,0
0,4087.5,1387.5,0
0,4106.2,1387.5,0
0,4125,1387.5,0
0,4143.8,1387.5,0
0,4162.5,1387.5,0
0,4181.2,1387.5,0
0,4200,1387.5,0
0,4218.8,1387.5,0
0,4237.5,1387.5,0
0,4256.2,1387.5,0
0,4275,1387.5,0
0,4293.8,1387.5,0
0,4312.5,1387.5,0
0,4331.2,1387.5,0
0,4350,1387.5,0
0,4368.8,1387.5,0
0,4387.5,1387.5,0
0,4406.2,1387.5,0
0,4425,1387.5,0
0,4443.8,1387.5,0
0,4462.5,1387.5,0
0,4481.2,1387.5,0
0,4500,1387.5,0
0,4518.8,1387.5,0
0,4537.5,1387.5,0
0,4556.2,1387.5,0
0,4575,1387.5,0
0,4593.8,1387.5,0
0,4612.5,1387.5,0
0,4631.2,1387.5,0
0,4650,1387.5,0
0,4668.8,1387.5,0
0,4687.5,1387.5,0
0,4706.2,1387.5,0
0,4725,1387.5,0
0,4743.8,1387.5,0
0,4762.5,1387.5,0
0,4781.2,1387.5,0
0,4800,1387.5,0
0,4818.8,1387.5,0
0,4837.5,1387.5,0
0,4856.2,1387.5,0
0,4875,1387.5,0
0,4893.8,1387.5,0
0,4912.5,1387.5,0
0,4931.2,1387.5,0
0,4950,1387.5,0
0,4968.8,1387.5,0
0,4987.5,1387.5,0
0,5006.2,1387.5,0
0,5025,1387.5,0
0,5043.8,1387.5,0
0,5062.5,1387.5,0
0,5081.2,1387.5,0
0,5100,1387.5,0
0,5118.8,1387.5,0
0,5137.5,1387.5,0
0,5156.2,1387.5,0
0,5175,1387.5,0
0,5193.8,1387.5,0
0,5212.5,1387.5,0
0,5231.2,1387.5,0
0,5250,1387.5,0
0,5268.8,1387.5,0
0,5287.5,1387.5,0
0,5306.2,1387.5,0
0,5325,1387.5,0
0,5343.8,1387.5,0
0,5362.5,1387.5,0
0,5381.2,1387.5,0
0,5400,1387.5,0
0,5418.8,1387.5,0
1.6428e-05,5437.5,1387.5,0
3.3899e-05,5456.2,1387.5,0
5.2414e-05,5475,1387.5,0
7.1972e-05,5493.8,1387.5,0
9.2573e-05,5512.5,1387.5,0
0.00011422,5531.2,1387.5,0
0.00013691,5550,1387.5,0
0.00016064,5568.8,1387.5,0
0.00018541,5587.5,1387.5,0
0.00021123,5606.2,1387.5,0
0.00023809,5625,1387.5,0
0.000266,5643.8,1387.5,0
0.00029494,5662.5,1387.5,0
0.00032494,5681.2,1387.5,0
0.00035597,5700,1387.5,0
0.00038805,5718.8,1387.5,0
0.00042117,5737.5,1387.5,0
0.00045534,5756.2,1387.5,0
0.00049054,5775,1387.5,0
0.0005268,5793.8,1387.5,0
0.00056409,5812.5,1387.5,0
0.00060243,5831.2,1387.5,0
0.00064181,5850,1387.5,0
0.00068224,5868.8,1387.5,0
0.00072371,5887.5,1387.5,0
0.00076622,5906.2,1387.5,0
0.00080977,5925,1387.5,0
0.00085437,5943.8,1387.5,0
0.00090001,5962.5,1387.5,0
0.0009467,5981.2,1387.5,0
0.00099443,6000,1387.5,0
0.0010432,6018.8,1387.5,0
0.001093,6037.5,1387.5,0
0.001093,0,1406.2,0
0.0010432,18.75,1406.2,0
0.00099443,37.5,1406.2,0
0.0009467,56.25,1406.2,0
0.00090001,75,1406.2,0
0.00085437,93.75,1406.2,0
0.00080977,112.5,1406.2,0
0.00076622,131.25,1406.2,0
0.00072371,150,1406.2,0
0.00068224,168.75,1406.2,0
0.00064181,187.5,1406.2,0
0.00060243,206.25,1406.2,0
0.00056409,225,1406.2,0
0.0005268,243.75,1406.2,0
0.00049054,262.5,1406.2,0
0.00045534,281.25,1406.2,0
0.00042117,300,1406.2,0
0.00038805,318.75,1406.2,0
0.00035597,337.5,1406.2,0
0.00032494,356.25,1406.2,0
0.00029494,375,1406.2,0
0.000266,393.75,1406.2,0
0.00023809,412.5,1406.2,0
0.00021123,431.25,1406.2,0
0.00018541,450,1406.2,0
0.00016064,468.75,1406.2,0
0.00013691,487.5,1406.2,0
0.00011422,506.25,1406.2,0
9.2573e-05,525,1406.2,0
7.1972e-05,543.75,1406.2,0
5.2414e-05,562.5,1406.2,0
3.3899e-05,581.25,1406.2,0
1.6428e-05,600,1406.2,0
0,618.75,1406.2,0
0,637.5,1406.2,0
0,656.25,1406.2,0
0,675,1406.2,0
0,693.75,1406.2,0
0,712.5,1406.2,0
0,731.25,1406.2,0
0,750,1406.2,0
0,768.75,1406.2,0
0,787.5,1406.2,0
0,806.25,1406.2,0
0,825,1406.2,0
0,843.75,1406.2,0
0,862.5,1406.2,0
0,881.25,1406.2,0
0,900,1406.2,0
0,918.75,1406.2,0
0,937.5,1406.2,0
0,956.25,1406.2,0
0,975,1406.2,0
0,993.75,1406.2,0
0,1012.5,1406.2,0
0,1031.2,1406.2,0
0,1050,1406.2,0
0,1068.8,1406.2,0
0,1087.5,1406.2,0
0,1106.2,1406.2,0
0,1125,1406.2,0
0,1143.8,1406.2,0
0,1162.5,1406.2,0
0,1181.2,1406.2,0
0,1200,1406.2,0
0,1218.8,1406.2,0
0,1237.5,1406.2,0
0,1256.2,1406.2,0
0,1275,1406.2,0
0,1293.8,1406.2,0
0,1312.5,1406.2,0
0,1331.2,1406.2,0
0,1350,1406.2,0
0,1368.8,1406.2,0
0,1387.5,1406.2,0
0,1406.2,1406.2,0
0,1425,1406.2,0
0,1443.8,1406.2,0
0,1462.5,1406.2,0
0,1481.2,1406.2,0
0,1500,1406.2,0
0,1518.8,1406.2,0
0,1537.5,1406.2,0
0,1556.2,1406.2,0
0,1575,1406.2,0
0,1593.8,1406.2,0
0,1612.5,1406.2,0
0,1631.2,1406.2,0
0,1650,1406.2,0
0,1668.8,1406.2,0
0,1687.5,1406.2,0
0,1706.2,1406.2,0
0,1725,1406.2,0
0,1743.8,1406.2,0
0,1762.5,1406.2,0
0,1781.2,1406.2,0
0,1800,1406.2,0
0,1818.8,1406.2,0
0,1837.5,1406.2,0
0,1856.2,1406.2,0
0,1875,1406.2,0
0,1893.8,1406.2,0
0,1912.5,1406.2,0
0,1931.2,1406.2,0
0,1950,1406.2,0
0,1968.8,1406.2,0
0,1987.5,1406.2,0
0,2006.2,1406.2,0
0,2025,1406.2,0
0,2043.8,1406.2,0
0,2062.5,1406.2,0
0,2081.2,1406.2,0
0,2100,1406.2,0
0,2118.8,1406.2,0
0,2137.5,1406.2,0
0,2156.2,1406.2,0
0,2175,1406.2,0
0,2193.8,1406.2,0
0,2212.5,1406.2,0
0,2231.2,1406.2,0
0,2250,1406.2,0
0,2268.8,1406.2,0
0,2287.5,1406.2,0
0,2306.2,1406.2,0
0,2325,1406.2,0
0,2343.8,1406.2,0
0,2362.5,1406.2,0
0,2381.2,1406.2,0
0,2400,1406.2,0
0,2418.8,1406.2,0
0,2437.5,1406.2,0
0,2456.2,1406.2,0
0,2475,1406.2,0
0,2493.8,1406.2,0
0,2512.5,1406.2,0
0,2531.2,1406.2,0
0,2550,1406.2,0
0,2568.8,1406.2,0
0,2587.5,1406.2,0
0,2606.2,1406.2,0
0,2625,1406.2,0
0,2643.8,1406.2,0
0,2662.5,1406.2,0
0,2681.2,1406.2,0
0,2700,1406.2,0
0,2718.8,1406.2,0
0,2737.5,1406.2,0
0,2756.2,1406.2,0
0,2775,1406.2,0
0,2793.8,1406.2,0
0,2812.5,1406.2,0
0,2831.2,1406.2,0
0,2850,1406.2,0
0,2868.8,1406.2,0
0,2887.5,1406.2,0
0,2906.2,1406.2,0
0,2925,1406.2,0
0,2943.8,1406.2,0
0,2962.5,1406.2,0
0,2981.2,1406.2,0
0,3000,1406.2,0
0,3018.8,1406.2,0
0,3037.5,1406.2,0
0,3056.2,1406.2,0
0,3075,1406.2,0
0,3093.8,1406.2,0
0,3112.5,1406.2,0
0,3131.2,1406.2,0
0,3150,1406.2,0
0,3168.8,1406.2,0
0,3187.5,1406.2,0
0,3206.2,1406.2,0
0,3225,1406.2,0
0,3243.8,1406.2,0
0,3262.5,1406.2,0
0,3281.2,1406.2,0
0,3300,1406.2,0
0,3318.8,1406.2,0
0,3337.5,1406.2,0
0,3356.2,1406.2,0
0,3375,1406.2,0
0,3393.8,1406.2,0
0,3412.5,1406.2,0
0,3431.2,1406.2,0
0,3450,1406.2,0
0,3468.8,1406.2,0
0,3487.5,1406.2,0
0,3506.2,1406.2,0
0,3525,1406.2,0
0,3543.8,1406.2,0
0,3562.5,1406.2,0
0,3581.2,1406.2,0
0,3600,1406.2,0
0,3618.8,1406.2,0
0,3637.5,1406.2,0
0,3656.2,1406.2,0
0,3675,1406.2,0
0,3693.8,1406.2,0
0,3712.5,1406.2,0
0,3731.2,1406.2,0
0,3750,1406.2,0
0,3768.8,1406.2,0
0,3787.5,1406.2,0
0,3806.2,1406.2,0
0,3825,1406.2,0
0,3843.8,1406.2,0
0,3862.5,1406.2,0
0,3881.2,1406.2,0
0,3900,1406.2,0
0,3918.8,1406.2,0
0,3937.5,1406.2,0
0,3956.2,1406.2,0
0,3975,1406.2,0
0,3993.8,1406.2,0
0,4012.5,1406.2,0
0,4031.2,1406.2,0
0,4050,1406.2,0
0,4068.8,1406.2,0
0,4087.5,1406.2,0
0,4106.2,1406.2,0
0,4125,1406.2,0
0,4143.8,1406.2,0
0,4162.5,1406.2,0
0,4181.2,1406.2,0
0,4200,1406.2,0
0,4218.8,1406.2,0
0,4237.5,1406.2,0
0,4256.2,1406.2,0
0,4275,1406.2,0
0,4293.8,1406.2,0
0,4312.5,1406.2,0
0,4331.2,1406.2,0
0,4350,1406.2,0
0,4368.8,1406.2,0
0,4387.5,1406.2,0
0,4406.2,1406.2,0
0,4425,1406.2,0
0,4443.8,1406.2,0
0,4462.5,1406.2,0
0,4481.2,1406.2,0
0,4500,1406.2,0
0,4518.8,1406.2,0
0,4537.5,1406.2,0
0,4556.2,1406.2,0
0,4575,1406.2,0
0,4593.8,1406.2,0
0,4612.5,1406.2,0
0,4631.2,1406.2,0
0,4650,1406.2,0
0,4668.8,1406.2,0
0,4687.5,1406.2,0
0,4706.2,1406.2,0
0,4725,1406.2,0
0,4743.8,1406.2,0
0,4762.5,1406.2,0
0,4781.2,1406.2,0
0,4800,1406.2,0
0,4818.8,1406.2,0
0,4837.5,1406.2,0
0,4856.2,1406.2,0
0,4875,1406.2,0
0,4893.8,1406.2,0
0,4912.5,1406.2,0
0,4931.2,1406.2,0
0,4950,1406.2,0
0,4968.8,1406.2,0
0,4987.5,1406.2,0
0,5006.2,1406.2,0
0,5025,1406.2,0
0,5043.8,1406.2,0
0,5062.5,1406.2,0
0,5081.2,1406.2,0
0,5100,1406.2,0
0,5118.8,1406.2,0
0,5137.5,1406.2,0
0,5156.2,1406.2,0
0,5175,1406.2,0
0,5193.8,1406.2,0
0,5212.5,1406.2,0
0,5231.2,1406.2,0
0,5250,1406.2,0
0,5268.8,1406.2,0
0,5287.5,1406.2,0
0,5306.2,1406.2,0
0,5325,1406.2,0
0,5343.8,1406.2,0
0,5362.5,1406.2,0
0,5381.2,1406.2,0
0,5400,1406.2,0
0,5418.8,1406.2,0
1.6428e-05,5437.5,1406.2,0
3.3899e-05,5456.2,1406.2,0
5.2414e-05,5475,1406.2,0
7.1972e-05,5493.8,1406.2,0
9.2573e-05,5512.5,1406.2,0
0.00011422,5531.2,1406.2,0
0.00013691,5550,1406.2,0
0.00016064,5568.8,1406.2,0
0.00018541,5587.5,1406.2,0
0.00021123,5606.2,1406.2,0
0.00023809,5625,1406.2,0
0.000266,5643.8,1406.2,0
0.00029494,5662.5,1406.2,0
0.00032494,5681.2,1406.2,0
0.00035597,5700,1406.2,0
0.00038805,5718.8,1406.2,0
0.00042117,5737.5,1406.2,0
0.00045534,5756.2,1406.2,0
0.00049054,5775,1406.2,0
0.0005268,5793.8,1406.2,0
0.00056409,5812.5,1406.2,0
0.00060243,5831.2,1406.2,0
0.00064181,5850,1406.2,0
0.00068224,5868.8,1406.2,0
0.00072371,5887.5,1406.2,0
0.00076622,5906.2,1406.2,0
0.00080977,5925,1406.2,0
0.00085437,5943.8,1406.2,0
0.00090001,5962.5,1406.2,0
0.0009467,5981.2,1406.2,0
0.00099443,6000,1406.2,0
0.0010432,6018.8,1406.2,0
0.001093,6037.5,1406.2,0
0.001093,0,1425,0
0.0010432,18.75,1425,0
0.00099443,37.5,1425,0
0.0009467,56.25,1425,0
0.00090001,75,1425,0
0.00085437,93.75,1425,0
0.00080977,112.5,1425,0
0.00076622,131.25,1425,0
0.00072371,150,1425,0
0.00068224,168.75,1425,0
0.00064181,187.5,1425,0
0.00060243,206.25,1425,0
0.00056409,225,1425,0
0.0005268,243.75,1425,0
0.00049054,262.5,1425,0
0.00045534,281.25,1425,0
0.00042117,300,1425,0
0.00038805,318.75,1425,0
0.00035597,337.5,1425,0
0.00032494,356.25,1425,0
0.00029494,375,1425,0
0.000266,393.75,1425,0
0.00023809,412.5,1425,0
0.00021123,431.25,1425,0
0.00018541,450,1425,0
0.00016064,468.75,1425,0
0.00013691,487.5,1425,0
0.00011422,506.25,1425,0
9.2573e-05,525,1425,0
7.1972e-05,543.75,1425,0
5.2414e-05,562.5,1425,0
3.3899e-05,581.25,1425,0
1.6428e-05,600,1425,0
0,618.75,1425,0
0,637.5,1425,0
0,656.25,1425,0
0,675,1425,0
0,693.75,1425,0
0,712.5,1425,0
0,731.25,1425,0
0,750,1425,0
0,768.75,1425,0
0,787.5,1425,0
0,806.25,1425,0
0,825,1425,0
0,843.75,1425,0
0,862.5,1425,0
0,881.25,1425,0
0,900,1425,0
0,918.75,1425,0
0,937.5,1425,0
0,956.25,1425,0
0,975,1425,0
0,993.75,1425,0
0,1012.5,1425,0
0,1031.2,1425,0
0,1050,1425,0
0,1068.8,1425,0
0,1087.5,1425,0
0,1106.2,1425,0
0,1125,1425,0
0,1143.8,1425,0
0,1162.5,1425,0
0,1181.2,1425,0
0,1200,1425,0
0,1218.8,1425,0
0,1237.5,1425,0
0,1256.2,1425,0
0,1275,1425,0
0,1293.8,1425,0
0,1312.5,1425,0
0,1331.2,1425,0
0,1350,1425,0
0,1368.8,1425,0
0,1387.5,1425,0
0,1406.2,1425,0
0,1425,1425,0
0,1443.8,1425,0
0,1462.5,1425,0
0,1481.2,1425,0
0,1500,1425,0
0,1518.8,1425,0
0,1537.5,1425,0
0,1556.2,1425,0
0,1575,1425,0
0,1593.8,1425,0
0,1612.5,1425,0
0,1631.2,1425,0
0,1650,1425,0
0,1668.8,1425,0
0,1687.5,1425,0
0,1706.2,1425,0
0,1725,1425,0
0,1743.8,1425,0
0,1762.5,1425,0
0,1781.2,1425,0
0,1800,1425,0
0,1818.8,1425,0
0,1837.5,1425,0
0,1856.2,1425,0
0,1875,1425,0
0,1893.8,1425,0
0,1912.5,1425,0
0,1931.2,1425,0
0,1950,1425,0
0,1968.8,1425,0
0,1987.5,1425,0
0,2006.2,1425,0
0,2025,1425,0
0,2043.8,1425,0
0,2062.5,1425,0
0,2081.2,1425,0
0,2100,1425,0
0,2118.8,1425,0
0,2137.5,1425,0
0,2156.2,1425,0
0,2175,1425,0
0,2193.8,1425,0
0,2212.5,1425,0
0,2231.2,1425,0
0,2250,1425,0
0,2268.8,1425,0
0,2287.5,1425,0
0,2306.2,1425,0
0,2325,1425,0
0,2343.8,1425,0
0,2362.5,1425,0
0,2381.2,1425,0
0,2400,1425,0
0,2418.8,1425,0
0,2437.5,1425,0
0,2456.2,1425,0
0,2475,1425,0
0,2493.8,1425,0
0,2512.5,1425,0
0,2531.2,1425,0
0,2550,1425,0
0,2568.8,1425,0
0,2587.5,1425,0
0,2606.2,1425,0
0,2625,1425,0
0,2643.8,1425,0
0,2662.5,1425,0
0,2681.2,1425,0
0,2700,1425,0
0,2718.8,1425,0
0,2737.5,1425,0
0,2756.2,1425,0
0,2775,1425,0
0,2793.8,1425,0
0,2812.5,1425,0
0,2831.2,1425,0
0,2850,1425,0
0,2868.8,1425,0
0,2887.5,1425,0
0,2906.2,1425,0
0,2925,1425,0
0,2943.8,1425,0
0,2962.5,1425,0
0,2981.2,1425,0
0,3000,1425,0
0,3018.8,1425,0
0,3037.5,1425,0
0,3056.2,1425,0
0,3075,1425,0
0,3093.8,1425,0
0,3112.5,1425,0
0,3131.2,1425,0
0,3150,1425,0
0,3168.8,1425,0
0,3187.5,1425,0
0,3206.2,1425,0
0,3225,1425,0
0,3243.8,1425,0
0,3262.5,1425,0
0,3281.2,1425,0
0,3300,1425,0
0,3318.8,1425,0
0,3337.5,1425,0
0,3356.2,1425,0
0,3375,1425,0
0,3393.8,1425,0
0,3412.5,1425,0
0,3431.2,1425,0
0,3450,1425,0
0,3468.8,1425,0
0,3487.5,1425,0
0,3506.2,1425,0
0,3525,1425,0
0,3543.8,1425,0
0,3562.5,1425,0
0,3581.2,1425,0
0,3600,1425,0
0,3618.8,1425,0
0,3637.5,1425,0
0,3656.2,1425,0
0,3675,1425,0
0,3693.8,1425,0
0,3712.5,1425,0
0,3731.2,1425,0
0,3750,1425,0
0,3768.8,1425,0
0,3787.5,1425,0
0,3806.2,1425,0
0,3825,1425,0
0,3843.8,1425,0
0,3862.5,1425,0
0,3881.2,1425,0
0,3900,1425,0
0,3918.8,1425,0
0,3937.5,1425,0
0,3956.2,1425,0
0,3975,1425,0
0,3993.8,1425,0
0,4012.5,1425,0
0,4031.2,1425,0
0,4050,1425,0
0,4068.8,1425,0
0,4087.5,1425,0
0,4106.2,1425,0
0,4125,1425,0
0,4143.8,1425,0
0,4162.5,1425,0
0,4181.2,1425,0
0,4200,1425,0
0,4218.8,1425,0
0,4237.5,1425,0
0,4256.2,1425,0
0,4275,1425,0
0,4293.8,1425,0
0,4312.5,1425,0
0,4331.2,1425,0
0,4350,1425,0
0,4368.8,1425,0
0,4387.5,1425,0
0,4406.2,1425,0
0,4425,1425,0
0,4443.8,1425,0
0,4462.5,1425,0
0,4481.2,1425,0
0,4500,1425,0
0,4518.8,1425,0
0,4537.5,1425,0
0,4556.2,1425,0
0,4575,1425,0
0,4593.8,1425,0
0,4612.5,1425,0
0,4631.2,1425,0
0,4650,1425,0
0,4668.8,1425,0
0,4687.5,1425,0
0,4706.2,1425,0
0,4725,1425,0
0,4743.8,1425,0
0,4762.5,1425,0
0,4781.2,1425,0
0,4800,1425,0
0,4818.8,1425,0
0,4837.5,1425,0
0,4856.2,1425,0
0,4875,1425,0
0,4893.8,1425,0
0,4912.5,1425,0
0,4931.2,1425,0
0,4950,1425,0
0,4968.8,1425,0
0,4987.5,1425,0
0,5006.2,1425,0
0,5025,1425,0
0,5043.8,1425,0
0,5062.5,1425,0
0,5081.2,1425,0
0,5100,1425,0
0,5118.8,1425,0
0,5137.5,1425,0
0,5156.2,1425,0
0,5175,1425,0
0,5193.8,1425,0
0,5212.5,1425,0
0,5231.2,1425,0
0,5250,1425,0
0,5268.8,1425,0
0,5287.5,1425,0
0,5306.2,1425,0
0,5325,1425,0
0,5343.8,1425,0
