"cosHig","Points:0","Points:1","Points:2"
0,1893.8,1893.8,0
0,1912.5,1893.8,0
0,1931.2,1893.8,0
0,1950,1893.8,0
0,1968.8,1893.8,0
0,1987.5,1893.8,0
0,2006.2,1893.8,0
0,2025,1893.8,0
0,2043.8,1893.8,0
0,2062.5,1893.8,0
0,2081.2,1893.8,0
0,2100,1893.8,0
0,2118.8,1893.8,0
0,2137.5,1893.8,0
0,2156.2,1893.8,0
0,2175,1893.8,0
0,2193.8,1893.8,0
0,2212.5,1893.8,0
0,2231.2,1893.8,0
0,2250,1893.8,0
0,2268.8,1893.8,0
0,2287.5,1893.8,0
0,2306.2,1893.8,0
0,2325,1893.8,0
0,2343.8,1893.8,0
0,2362.5,1893.8,0
0,2381.2,1893.8,0
0,2400,1893.8,0
0,2418.8,1893.8,0
0,2437.5,1893.8,0
0,2456.2,1893.8,0
0,2475,1893.8,0
0,2493.8,1893.8,0
0,2512.5,1893.8,0
0,2531.2,1893.8,0
0,2550,1893.8,0
0,2568.8,1893.8,0
0,2587.5,1893.8,0
0,2606.2,1893.8,0
0,2625,1893.8,0
0,2643.8,1893.8,0
0,2662.5,1893.8,0
0,2681.2,1893.8,0
0,2700,1893.8,0
0,2718.8,1893.8,0
0,2737.5,1893.8,0
0,2756.2,1893.8,0
0,2775,1893.8,0
0,2793.8,1893.8,0
0,2812.5,1893.8,0
0,2831.2,1893.8,0
0,2850,1893.8,0
0,2868.8,1893.8,0
0,2887.5,1893.8,0
0,2906.2,1893.8,0
0,2925,1893.8,0
0,2943.8,1893.8,0
0,2962.5,1893.8,0
0,2981.2,1893.8,0
0,3000,1893.8,0
0,3018.8,1893.8,0
0,3037.5,1893.8,0
0,3056.2,1893.8,0
0,3075,1893.8,0
0,3093.8,1893.8,0
0,3112.5,1893.8,0
0,3131.2,1893.8,0
0,3150,1893.8,0
0,3168.8,1893.8,0
0,3187.5,1893.8,0
0,3206.2,1893.8,0
0,3225,1893.8,0
0,3243.8,1893.8,0
0,3262.5,1893.8,0
0,3281.2,1893.8,0
0,3300,1893.8,0
0,3318.8,1893.8,0
0,3337.5,1893.8,0
0,3356.2,1893.8,0
0,3375,1893.8,0
0,3393.8,1893.8,0
0,3412.5,1893.8,0
0,3431.2,1893.8,0
0,3450,1893.8,0
0,3468.8,1893.8,0
0,3487.5,1893.8,0
0,3506.2,1893.8,0
0,3525,1893.8,0
0,3543.8,1893.8,0
0,3562.5,1893.8,0
0,3581.2,1893.8,0
0,3600,1893.8,0
0,3618.8,1893.8,0
0,3637.5,1893.8,0
0,3656.2,1893.8,0
0,3675,1893.8,0
0,3693.8,1893.8,0
0,3712.5,1893.8,0
0,3731.2,1893.8,0
0,3750,1893.8,0
0,3768.8,1893.8,0
0,3787.5,1893.8,0
0,3806.2,1893.8,0
0,3825,1893.8,0
0,3843.8,1893.8,0
0,3862.5,1893.8,0
0,3881.2,1893.8,0
0,3900,1893.8,0
0,3918.8,1893.8,0
0,3937.5,1893.8,0
0,3956.2,1893.8,0
0,3975,1893.8,0
0,3993.8,1893.8,0
0,4012.5,1893.8,0
0,4031.2,1893.8,0
0,4050,1893.8,0
0,4068.8,1893.8,0
0,4087.5,1893.8,0
0,4106.2,1893.8,0
0,4125,1893.8,0
0,4143.8,1893.8,0
0,4162.5,1893.8,0
0,4181.2,1893.8,0
0,4200,1893.8,0
0,4218.8,1893.8,0
0,4237.5,1893.8,0
0,4256.2,1893.8,0
0,4275,1893.8,0
0,4293.8,1893.8,0
0,4312.5,1893.8,0
0,4331.2,1893.8,0
0,4350,1893.8,0
0,4368.8,1893.8,0
0,4387.5,1893.8,0
0,4406.2,1893.8,0
0,4425,1893.8,0
0,4443.8,1893.8,0
0,4462.5,1893.8,0
0,4481.2,1893.8,0
0,4500,1893.8,0
0,4518.8,1893.8,0
0,4537.5,1893.8,0
0,4556.2,1893.8,0
0,4575,1893.8,0
0,4593.8,1893.8,0
0,4612.5,1893.8,0
0,4631.2,1893.8,0
0,4650,1893.8,0
0,4668.8,1893.8,0
0,4687.5,1893.8,0
0,4706.2,1893.8,0
0,4725,1893.8,0
0,4743.8,1893.8,0
0,4762.5,1893.8,0
0,4781.2,1893.8,0
0,4800,1893.8,0
0,4818.8,1893.8,0
0,4837.5,1893.8,0
0,4856.2,1893.8,0
0,4875,1893.8,0
0,4893.8,1893.8,0
0,4912.5,1893.8,0
0,4931.2,1893.8,0
0,4950,1893.8,0
0,4968.8,1893.8,0
0,4987.5,1893.8,0
0,5006.2,1893.8,0
0,5025,1893.8,0
0,5043.8,1893.8,0
0,5062.5,1893.8,0
0,5081.2,1893.8,0
0,5100,1893.8,0
0,5118.8,1893.8,0
0,5137.5,1893.8,0
0,5156.2,1893.8,0
0,5175,1893.8,0
0,5193.8,1893.8,0
0,5212.5,1893.8,0
0,5231.2,1893.8,0
0,5250,1893.8,0
0,5268.8,1893.8,0
0,5287.5,1893.8,0
0,5306.2,1893.8,0
0,5325,1893.8,0
0,5343.8,1893.8,0
0,5362.5,1893.8,0
0,5381.2,1893.8,0
0,5400,1893.8,0
0,5418.8,1893.8,0
0,5437.5,1893.8,0
0,5456.2,1893.8,0
0,5475,1893.8,0
0,5493.8,1893.8,0
0,5512.5,1893.8,0
0,5531.2,1893.8,0
0,5550,1893.8,0
0,5568.8,1893.8,0
0,5587.5,1893.8,0
0,5606.2,1893.8,0
0,5625,1893.8,0
0,5643.8,1893.8,0
0,5662.5,1893.8,0
0,5681.2,1893.8,0
0,5700,1893.8,0
0,5718.8,1893.8,0
0,5737.5,1893.8,0
0,5756.2,1893.8,0
0,5775,1893.8,0
0,5793.8,1893.8,0
0,5812.5,1893.8,0
0,5831.2,1893.8,0
0,5850,1893.8,0
0,5868.8,1893.8,0
0,5887.5,1893.8,0
0,5906.2,1893.8,0
0,5925,1893.8,0
0,5943.8,1893.8,0
0,5962.5,1893.8,0
0,5981.2,1893.8,0
0,6000,1893.8,0
0,6018.8,1893.8,0
0.99025,6037.5,1893.8,0
0.97674,0,1912.5,0
0,18.75,1912.5,0
0,37.5,1912.5,0
0,56.25,1912.5,0
0,75,1912.5,0
0,93.75,1912.5,0
0,112.5,1912.5,0
0,131.25,1912.5,0
0,150,1912.5,0
0,168.75,1912.5,0
0,187.5,1912.5,0
0,206.25,1912.5,0
0,225,1912.5,0
0,243.75,1912.5,0
0,262.5,1912.5,0
0,281.25,1912.5,0
0,300,1912.5,0
0,318.75,1912.5,0
0,337.5,1912.5,0
0,356.25,1912.5,0
0,375,1912.5,0
0,393.75,1912.5,0
0,412.5,1912.5,0
0,431.25,1912.5,0
0,450,1912.5,0
0,468.75,1912.5,0
0,487.5,1912.5,0
0,506.25,1912.5,0
0,525,1912.5,0
0,543.75,1912.5,0
0,562.5,1912.5,0
0,581.25,1912.5,0
0,600,1912.5,0
0,618.75,1912.5,0
0,637.5,1912.5,0
0,656.25,1912.5,0
0,675,1912.5,0
0,693.75,1912.5,0
0,712.5,1912.5,0
0,731.25,1912.5,0
0,750,1912.5,0
0,768.75,1912.5,0
0,787.5,1912.5,0
0,806.25,1912.5,0
0,825,1912.5,0
0,843.75,1912.5,0
0,862.5,1912.5,0
0,881.25,1912.5,0
0,900,1912.5,0
0,918.75,1912.5,0
0,937.5,1912.5,0
0,956.25,1912.5,0
0,975,1912.5,0
0,993.75,1912.5,0
0,1012.5,1912.5,0
0,1031.2,1912.5,0
0,1050,1912.5,0
0,1068.8,1912.5,0
0,1087.5,1912.5,0
0,1106.2,1912.5,0
0,1125,1912.5,0
0,1143.8,1912.5,0
0,1162.5,1912.5,0
0,1181.2,1912.5,0
0,1200,1912.5,0
0,1218.8,1912.5,0
0,1237.5,1912.5,0
0,1256.2,1912.5,0
0,1275,1912.5,0
0,1293.8,1912.5,0
0,1312.5,1912.5,0
0,1331.2,1912.5,0
0,1350,1912.5,0
0,1368.8,1912.5,0
0,1387.5,1912.5,0
0,1406.2,1912.5,0
0,1425,1912.5,0
0,1443.8,1912.5,0
0,1462.5,1912.5,0
0,1481.2,1912.5,0
0,1500,1912.5,0
0,1518.8,1912.5,0
0,1537.5,1912.5,0
0,1556.2,1912.5,0
0,1575,1912.5,0
0,1593.8,1912.5,0
0,1612.5,1912.5,0
0,1631.2,1912.5,0
0,1650,1912.5,0
0,1668.8,1912.5,0
0,1687.5,1912.5,0
0,1706.2,1912.5,0
0,1725,1912.5,0
0,1743.8,1912.5,0
0,1762.5,1912.5,0
0,1781.2,1912.5,0
0,1800,1912.5,0
0,1818.8,1912.5,0
0,1837.5,1912.5,0
0,1856.2,1912.5,0
0,1875,1912.5,0
0,1893.8,1912.5,0
0,1912.5,1912.5,0
0,1931.2,1912.5,0
0,1950,1912.5,0
0,1968.8,1912.5,0
0,1987.5,1912.5,0
0,2006.2,1912.5,0
0,2025,1912.5,0
0,2043.8,1912.5,0
0,2062.5,1912.5,0
0,2081.2,1912.5,0
0,2100,1912.5,0
0,2118.8,1912.5,0
0,2137.5,1912.5,0
0,2156.2,1912.5,0
0,2175,1912.5,0
0,2193.8,1912.5,0
0,2212.5,1912.5,0
0,2231.2,1912.5,0
0,2250,1912.5,0
0,2268.8,1912.5,0
0,2287.5,1912.5,0
0,2306.2,1912.5,0
0,2325,1912.5,0
0,2343.8,1912.5,0
0,2362.5,1912.5,0
0,2381.2,1912.5,0
0,2400,1912.5,0
0,2418.8,1912.5,0
0,2437.5,1912.5,0
0,2456.2,1912.5,0
0,2475,1912.5,0
0,2493.8,1912.5,0
0,2512.5,1912.5,0
0,2531.2,1912.5,0
0,2550,1912.5,0
0,2568.8,1912.5,0
0,2587.5,1912.5,0
0,2606.2,1912.5,0
0,2625,1912.5,0
0,2643.8,1912.5,0
0,2662.5,1912.5,0
0,2681.2,1912.5,0
0,2700,1912.5,0
0,2718.8,1912.5,0
0,2737.5,1912.5,0
0,2756.2,1912.5,0
0,2775,1912.5,0
0,2793.8,1912.5,0
0,2812.5,1912.5,0
0,2831.2,1912.5,0
0,2850,1912.5,0
0,2868.8,1912.5,0
0,2887.5,1912.5,0
0,2906.2,1912.5,0
0,2925,1912.5,0
0,2943.8,1912.5,0
0,2962.5,1912.5,0
0,2981.2,1912.5,0
0,3000,1912.5,0
0,3018.8,1912.5,0
0,3037.5,1912.5,0
0,3056.2,1912.5,0
0,3075,1912.5,0
0,3093.8,1912.5,0
0,3112.5,1912.5,0
0,3131.2,1912.5,0
0,3150,1912.5,0
0,3168.8,1912.5,0
0,3187.5,1912.5,0
0,3206.2,1912.5,0
0,3225,1912.5,0
0,3243.8,1912.5,0
0,3262.5,1912.5,0
0,3281.2,1912.5,0
0,3300,1912.5,0
0,3318.8,1912.5,0
0,3337.5,1912.5,0
0,3356.2,1912.5,0
0,3375,1912.5,0
0,3393.8,1912.5,0
0,3412.5,1912.5,0
0,3431.2,1912.5,0
0,3450,1912.5,0
0,3468.8,1912.5,0
0,3487.5,1912.5,0
0,3506.2,1912.5,0
0,3525,1912.5,0
0,3543.8,1912.5,0
0,3562.5,1912.5,0
0,3581.2,1912.5,0
0,3600,1912.5,0
0,3618.8,1912.5,0
0,3637.5,1912.5,0
0,3656.2,1912.5,0
0,3675,1912.5,0
0,3693.8,1912.5,0
0,3712.5,1912.5,0
0,3731.2,1912.5,0
0,3750,1912.5,0
0,3768.8,1912.5,0
0,3787.5,1912.5,0
0,3806.2,1912.5,0
0,3825,1912.5,0
0,3843.8,1912.5,0
0,3862.5,1912.5,0
0,3881.2,1912.5,0
0,3900,1912.5,0
0,3918.8,1912.5,0
0,3937.5,1912.5,0
0,3956.2,1912.5,0
0,3975,1912.5,0
0,3993.8,1912.5,0
0,4012.5,1912.5,0
0,4031.2,1912.5,0
0,4050,1912.5,0
0,4068.8,1912.5,0
0,4087.5,1912.5,0
0,4106.2,1912.5,0
0,4125,1912.5,0
0,4143.8,1912.5,0
0,4162.5,1912.5,0
0,4181.2,1912.5,0
0,4200,1912.5,0
0,4218.8,1912.5,0
0,4237.5,1912.5,0
0,4256.2,1912.5,0
0,4275,1912.5,0
0,4293.8,1912.5,0
0,4312.5,1912.5,0
0,4331.2,1912.5,0
0,4350,1912.5,0
0,4368.8,1912.5,0
0,4387.5,1912.5,0
0,4406.2,1912.5,0
0,4425,1912.5,0
0,4443.8,1912.5,0
0,4462.5,1912.5,0
0,4481.2,1912.5,0
0,4500,1912.5,0
0,4518.8,1912.5,0
0,4537.5,1912.5,0
0,4556.2,1912.5,0
0,4575,1912.5,0
0,4593.8,1912.5,0
0,4612.5,1912.5,0
0,4631.2,1912.5,0
0,4650,1912.5,0
0,4668.8,1912.5,0
0,4687.5,1912.5,0
0,4706.2,1912.5,0
0,4725,1912.5,0
0,4743.8,1912.5,0
0,4762.5,1912.5,0
0,4781.2,1912.5,0
0,4800,1912.5,0
0,4818.8,1912.5,0
0,4837.5,1912.5,0
0,4856.2,1912.5,0
0,4875,1912.5,0
0,4893.8,1912.5,0
0,4912.5,1912.5,0
0,4931.2,1912.5,0
0,4950,1912.5,0
0,4968.8,1912.5,0
0,4987.5,1912.5,0
0,5006.2,1912.5,0
0,5025,1912.5,0
0,5043.8,1912.5,0
0,5062.5,1912.5,0
0,5081.2,1912.5,0
0,5100,1912.5,0
0,5118.8,1912.5,0
0,5137.5,1912.5,0
0,5156.2,1912.5,0
0,5175,1912.5,0
0,5193.8,1912.5,0
0,5212.5,1912.5,0
0,5231.2,1912.5,0
0,5250,1912.5,0
0,5268.8,1912.5,0
0,5287.5,1912.5,0
0,5306.2,1912.5,0
0,5325,1912.5,0
0,5343.8,1912.5,0
0,5362.5,1912.5,0
0,5381.2,1912.5,0
0,5400,1912.5,0
0,5418.8,1912.5,0
0,5437.5,1912.5,0
0,5456.2,1912.5,0
0,5475,1912.5,0
0,5493.8,1912.5,0
0,5512.5,1912.5,0
0,5531.2,1912.5,0
0,5550,1912.5,0
0,5568.8,1912.5,0
0,5587.5,1912.5,0
0,5606.2,1912.5,0
0,5625,1912.5,0
0,5643.8,1912.5,0
0,5662.5,1912.5,0
0,5681.2,1912.5,0
0,5700,1912.5,0
0,5718.8,1912.5,0
0,5737.5,1912.5,0
0,5756.2,1912.5,0
0,5775,1912.5,0
0,5793.8,1912.5,0
0,5812.5,1912.5,0
0,5831.2,1912.5,0
0,5850,1912.5,0
0,5868.8,1912.5,0
0,5887.5,1912.5,0
0,5906.2,1912.5,0
0,5925,1912.5,0
0,5943.8,1912.5,0
0,5962.5,1912.5,0
0,5981.2,1912.5,0
0,6000,1912.5,0
0,6018.8,1912.5,0
0.99092,6037.5,1912.5,0
0.97838,0,1931.2,0
0,18.75,1931.2,0
0,37.5,1931.2,0
0,56.25,1931.2,0
0,75,1931.2,0
0,93.75,1931.2,0
0,112.5,1931.2,0
0,131.25,1931.2,0
0,150,1931.2,0
0,168.75,1931.2,0
0,187.5,1931.2,0
0,206.25,1931.2,0
0,225,1931.2,0
0,243.75,1931.2,0
0,262.5,1931.2,0
0,281.25,1931.2,0
0,300,1931.2,0
0,318.75,1931.2,0
0,337.5,1931.2,0
0,356.25,1931.2,0
0,375,1931.2,0
0,393.75,1931.2,0
0,412.5,1931.2,0
0,431.25,1931.2,0
0,450,1931.2,0
0,468.75,1931.2,0
0,487.5,1931.2,0
0,506.25,1931.2,0
0,525,1931.2,0
0,543.75,1931.2,0
0,562.5,1931.2,0
0,581.25,1931.2,0
0,600,1931.2,0
0,618.75,1931.2,0
0,637.5,1931.2,0
0,656.25,1931.2,0
0,675,1931.2,0
0,693.75,1931.2,0
0,712.5,1931.2,0
0,731.25,1931.2,0
0,750,1931.2,0
0,768.75,1931.2,0
0,787.5,1931.2,0
0,806.25,1931.2,0
0,825,1931.2,0
0,843.75,1931.2,0
0,862.5,1931.2,0
0,881.25,1931.2,0
0,900,1931.2,0
0,918.75,1931.2,0
0,937.5,1931.2,0
0,956.25,1931.2,0
0,975,1931.2,0
0,993.75,1931.2,0
0,1012.5,1931.2,0
0,1031.2,1931.2,0
0,1050,1931.2,0
0,1068.8,1931.2,0
0,1087.5,1931.2,0
0,1106.2,1931.2,0
0,1125,1931.2,0
0,1143.8,1931.2,0
0,1162.5,1931.2,0
0,1181.2,1931.2,0
0,1200,1931.2,0
0,1218.8,1931.2,0
0,1237.5,1931.2,0
0,1256.2,1931.2,0
0,1275,1931.2,0
0,1293.8,1931.2,0
0,1312.5,1931.2,0
0,1331.2,1931.2,0
0,1350,1931.2,0
0,1368.8,1931.2,0
0,1387.5,1931.2,0
0,1406.2,1931.2,0
0,1425,1931.2,0
0,1443.8,1931.2,0
0,1462.5,1931.2,0
0,1481.2,1931.2,0
0,1500,1931.2,0
0,1518.8,1931.2,0
0,1537.5,1931.2,0
0,1556.2,1931.2,0
0,1575,1931.2,0
0,1593.8,1931.2,0
0,1612.5,1931.2,0
0,1631.2,1931.2,0
0,1650,1931.2,0
0,1668.8,1931.2,0
0,1687.5,1931.2,0
0,1706.2,1931.2,0
0,1725,1931.2,0
0,1743.8,1931.2,0
0,1762.5,1931.2,0
0,1781.2,1931.2,0
0,1800,1931.2,0
0,1818.8,1931.2,0
0,1837.5,1931.2,0
0,1856.2,1931.2,0
0,1875,1931.2,0
0,1893.8,1931.2,0
0,1912.5,1931.2,0
0,1931.2,1931.2,0
0,1950,1931.2,0
0,1968.8,1931.2,0
0,1987.5,1931.2,0
0,2006.2,1931.2,0
0,2025,1931.2,0
0,2043.8,1931.2,0
0,2062.5,1931.2,0
0,2081.2,1931.2,0
0,2100,1931.2,0
0,2118.8,1931.2,0
0,2137.5,1931.2,0
0,2156.2,1931.2,0
0,2175,1931.2,0
0,2193.8,1931.2,0
0,2212.5,1931.2,0
0,2231.2,1931.2,0
0,2250,1931.2,0
0,2268.8,1931.2,0
0,2287.5,1931.2,0
0,2306.2,1931.2,0
0,2325,1931.2,0
0,2343.8,1931.2,0
0,2362.5,1931.2,0
0,2381.2,1931.2,0
0,2400,1931.2,0
0,2418.8,1931.2,0
0,2437.5,1931.2,0
0,2456.2,1931.2,0
0,2475,1931.2,0
0,2493.8,1931.2,0
0,2512.5,1931.2,0
0,2531.2,1931.2,0
0,2550,1931.2,0
0,2568.8,1931.2,0
0,2587.5,1931.2,0
0,2606.2,1931.2,0
0,2625,1931.2,0
0,2643.8,1931.2,0
0,2662.5,1931.2,0
0,2681.2,1931.2,0
0,2700,1931.2,0
0,2718.8,1931.2,0
0,2737.5,1931.2,0
0,2756.2,1931.2,0
0,2775,1931.2,0
0,2793.8,1931.2,0
0,2812.5,1931.2,0
0,2831.2,1931.2,0
0,2850,1931.2,0
0,2868.8,1931.2,0
0,2887.5,1931.2,0
0,2906.2,1931.2,0
0,2925,1931.2,0
0,2943.8,1931.2,0
0,2962.5,1931.2,0
0,2981.2,1931.2,0
0,3000,1931.2,0
0,3018.8,1931.2,0
0,3037.5,1931.2,0
0,3056.2,1931.2,0
0,3075,1931.2,0
0,3093.8,1931.2,0
0,3112.5,1931.2,0
0,3131.2,1931.2,0
0,3150,1931.2,0
0,3168.8,1931.2,0
0,3187.5,1931.2,0
0,3206.2,1931.2,0
0,3225,1931.2,0
0,3243.8,1931.2,0
0,3262.5,1931.2,0
0,3281.2,1931.2,0
0,3300,1931.2,0
0,3318.8,1931.2,0
0,3337.5,1931.2,0
0,3356.2,1931.2,0
0,3375,1931.2,0
0,3393.8,1931.2,0
0,3412.5,1931.2,0
0,3431.2,1931.2,0
0,3450,1931.2,0
0,3468.8,1931.2,0
0,3487.5,1931.2,0
0,3506.2,1931.2,0
0,3525,1931.2,0
0,3543.8,1931.2,0
0,3562.5,1931.2,0
0,3581.2,1931.2,0
0,3600,1931.2,0
0,3618.8,1931.2,0
0,3637.5,1931.2,0
0,3656.2,1931.2,0
0,3675,1931.2,0
0,3693.8,1931.2,0
0,3712.5,1931.2,0
0,3731.2,1931.2,0
0,3750,1931.2,0
0,3768.8,1931.2,0
0,3787.5,1931.2,0
0,3806.2,1931.2,0
0,3825,1931.2,0
0,3843.8,1931.2,0
0,3862.5,1931.2,0
0,3881.2,1931.2,0
0,3900,1931.2,0
0,3918.8,1931.2,0
0,3937.5,1931.2,0
0,3956.2,1931.2,0
0,3975,1931.2,0
0,3993.8,1931.2,0
0,4012.5,1931.2,0
0,4031.2,1931.2,0
0,4050,1931.2,0
0,4068.8,1931.2,0
0,4087.5,1931.2,0
0,4106.2,1931.2,0
0,4125,1931.2,0
0,4143.8,1931.2,0
0,4162.5,1931.2,0
0,4181.2,1931.2,0
0,4200,1931.2,0
0,4218.8,1931.2,0
0,4237.5,1931.2,0
0,4256.2,1931.2,0
0,4275,1931.2,0
0,4293.8,1931.2,0
0,4312.5,1931.2,0
0,4331.2,1931.2,0
0,4350,1931.2,0
0,4368.8,1931.2,0
0,4387.5,1931.2,0
0,4406.2,1931.2,0
0,4425,1931.2,0
0,4443.8,1931.2,0
0,4462.5,1931.2,0
0,4481.2,1931.2,0
0,4500,1931.2,0
0,4518.8,1931.2,0
0,4537.5,1931.2,0
0,4556.2,1931.2,0
0,4575,1931.2,0
0,4593.8,1931.2,0
0,4612.5,1931.2,0
0,4631.2,1931.2,0
0,4650,1931.2,0
0,4668.8,1931.2,0
0,4687.5,1931.2,0
0,4706.2,1931.2,0
0,4725,1931.2,0
0,4743.8,1931.2,0
0,4762.5,1931.2,0
0,4781.2,1931.2,0
0,4800,1931.2,0
0,4818.8,1931.2,0
0,4837.5,1931.2,0
0,4856.2,1931.2,0
0,4875,1931.2,0
0,4893.8,1931.2,0
0,4912.5,1931.2,0
0,4931.2,1931.2,0
0,4950,1931.2,0
0,4968.8,1931.2,0
0,4987.5,1931.2,0
0,5006.2,1931.2,0
0,5025,1931.2,0
0,5043.8,1931.2,0
0,5062.5,1931.2,0
0,5081.2,1931.2,0
0,5100,1931.2,0
0,5118.8,1931.2,0
0,5137.5,1931.2,0
0,5156.2,1931.2,0
0,5175,1931.2,0
0,5193.8,1931.2,0
0,5212.5,1931.2,0
0,5231.2,1931.2,0
0,5250,1931.2,0
0,5268.8,1931.2,0
0,5287.5,1931.2,0
0,5306.2,1931.2,0
0,5325,1931.2,0
0,5343.8,1931.2,0
0,5362.5,1931.2,0
0,5381.2,1931.2,0
0,5400,1931.2,0
0,5418.8,1931.2,0
0,5437.5,1931.2,0
0,5456.2,1931.2,0
0,5475,1931.2,0
0,5493.8,1931.2,0
0,5512.5,1931.2,0
0,5531.2,1931.2,0
0,5550,1931.2,0
0,5568.8,1931.2,0
0,5587.5,1931.2,0
0,5606.2,1931.2,0
0,5625,1931.2,0
0,5643.8,1931.2,0
0,5662.5,1931.2,0
0,5681.2,1931.2,0
0,5700,1931.2,0
0,5718.8,1931.2,0
0,5737.5,1931.2,0
0,5756.2,1931.2,0
0,5775,1931.2,0
0,5793.8,1931.2,0
0,5812.5,1931.2,0
0,5831.2,1931.2,0
0,5850,1931.2,0
0,5868.8,1931.2,0
0,5887.5,1931.2,0
0,5906.2,1931.2,0
0,5925,1931.2,0
0,5943.8,1931.2,0
0,5962.5,1931.2,0
0,5981.2,1931.2,0
0,6000,1931.2,0
0,6018.8,1931.2,0
0.99157,6037.5,1931.2,0
0.97996,0,1950,0
0,18.75,1950,0
0,37.5,1950,0
0,56.25,1950,0
0,75,1950,0
0,93.75,1950,0
0,112.5,1950,0
0,131.25,1950,0
0,150,1950,0
0,168.75,1950,0
0,187.5,1950,0
0,206.25,1950,0
0,225,1950,0
0,243.75,1950,0
0,262.5,1950,0
0,281.25,1950,0
0,300,1950,0
0,318.75,1950,0
0,337.5,1950,0
0,356.25,1950,0
0,375,1950,0
0,393.75,1950,0
0,412.5,1950,0
0,431.25,1950,0
0,450,1950,0
0,468.75,1950,0
0,487.5,1950,0
0,506.25,1950,0
0,525,1950,0
0,543.75,1950,0
0,562.5,1950,0
0,581.25,1950,0
0,600,1950,0
0,618.75,1950,0
0,637.5,1950,0
0,656.25,1950,0
0,675,1950,0
0,693.75,1950,0
0,712.5,1950,0
0,731.25,1950,0
0,750,1950,0
0,768.75,1950,0
0,787.5,1950,0
0,806.25,1950,0
0,825,1950,0
0,843.75,1950,0
0,862.5,1950,0
0,881.25,1950,0
0,900,1950,0
0,918.75,1950,0
0,937.5,1950,0
0,956.25,1950,0
0,975,1950,0
0,993.75,1950,0
0,1012.5,1950,0
0,1031.2,1950,0
0,1050,1950,0
0,1068.8,1950,0
0,1087.5,1950,0
0,1106.2,1950,0
0,1125,1950,0
0,1143.8,1950,0
0,1162.5,1950,0
0,1181.2,1950,0
0,1200,1950,0
0,1218.8,1950,0
0,1237.5,1950,0
0,1256.2,1950,0
0,1275,1950,0
0,1293.8,1950,0
0,1312.5,1950,0
0,1331.2,1950,0
0,1350,1950,0
0,1368.8,1950,0
0,1387.5,1950,0
0,1406.2,1950,0
0,1425,1950,0
0,1443.8,1950,0
0,1462.5,1950,0
0,1481.2,1950,0
0,1500,1950,0
0,1518.8,1950,0
0,1537.5,1950,0
0,1556.2,1950,0
0,1575,1950,0
0,1593.8,1950,0
0,1612.5,1950,0
0,1631.2,1950,0
0,1650,1950,0
0,1668.8,1950,0
0,1687.5,1950,0
0,1706.2,1950,0
0,1725,1950,0
0,1743.8,1950,0
0,1762.5,1950,0
0,1781.2,1950,0
0,1800,1950,0
0,1818.8,1950,0
0,1837.5,1950,0
0,1856.2,1950,0
0,1875,1950,0
0,1893.8,1950,0
0,1912.5,1950,0
0,1931.2,1950,0
0,1950,1950,0
0,1968.8,1950,0
0,1987.5,1950,0
0,2006.2,1950,0
0,2025,1950,0
0,2043.8,1950,0
0,2062.5,1950,0
0,2081.2,1950,0
0,2100,1950,0
0,2118.8,1950,0
0,2137.5,1950,0
0,2156.2,1950,0
0,2175,1950,0
0,2193.8,1950,0
0,2212.5,1950,0
0,2231.2,1950,0
0,2250,1950,0
0,2268.8,1950,0
0,2287.5,1950,0
0,2306.2,1950,0
0,2325,1950,0
0,2343.8,1950,0
0,2362.5,1950,0
0,2381.2,1950,0
0,2400,1950,0
0,2418.8,1950,0
0,2437.5,1950,0
0,2456.2,1950,0
0,2475,1950,0
0,2493.8,1950,0
0,2512.5,1950,0
0,2531.2,1950,0
0,2550,1950,0
0,2568.8,1950,0
0,2587.5,1950,0
0,2606.2,1950,0
0,2625,1950,0
0,2643.8,1950,0
0,2662.5,1950,0
0,2681.2,1950,0
0,2700,1950,0
0,2718.8,1950,0
0,2737.5,1950,0
0,2756.2,1950,0
0,2775,1950,0
0,2793.8,1950,0
0,2812.5,1950,0
0,2831.2,1950,0
0,2850,1950,0
0,2868.8,1950,0
0,2887.5,1950,0
0,2906.2,1950,0
0,2925,1950,0
0,2943.8,1950,0
0,2962.5,1950,0
0,2981.2,1950,0
0,3000,1950,0
0,3018.8,1950,0
0,3037.5,1950,0
0,3056.2,1950,0
0,3075,1950,0
0,3093.8,1950,0
0,3112.5,1950,0
0,3131.2,1950,0
0,3150,1950,0
0,3168.8,1950,0
0,3187.5,1950,0
0,3206.2,1950,0
0,3225,1950,0
0,3243.8,1950,0
0,3262.5,1950,0
0,3281.2,1950,0
0,3300,1950,0
0,3318.8,1950,0
0,3337.5,1950,0
0,3356.2,1950,0
0,3375,1950,0
0,3393.8,1950,0
0,3412.5,1950,0
0,3431.2,1950,0
0,3450,1950,0
0,3468.8,1950,0
0,3487.5,1950,0
0,3506.2,1950,0
0,3525,1950,0
0,3543.8,1950,0
0,3562.5,1950,0
0,3581.2,1950,0
0,3600,1950,0
0,3618.8,1950,0
0,3637.5,1950,0
0,3656.2,1950,0
0,3675,1950,0
0,3693.8,1950,0
0,3712.5,1950,0
0,3731.2,1950,0
0,3750,1950,0
0,3768.8,1950,0
0,3787.5,1950,0
0,3806.2,1950,0
0,3825,1950,0
0,3843.8,1950,0
0,3862.5,1950,0
0,3881.2,1950,0
0,3900,1950,0
